,index,ID,inchikey,sdftitle,order,set,CVfold,NR.AhR,NR.AR,NR.AR.LBD,NR.Aromatase,NR.ER,NR.ER.LBD,NR.PPAR.gamma,SR.ARE,SR.ATAD5,SR.HSE,SR.MMP,SR.p53,smiles
6018,6021,NCGC00167420-01,NJCBUSHGCBERSK-UHFFFAOYSA-N,NCGC00167420-01,6021,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
6019,6022,NCGC00181037-01,PIWKPBJCKXDKJR-UHFFFAOYSA-N,NCGC00181037-01,6022,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,FC(F)OC(Cl)C(F)(F)F
6020,6023,NCGC00167421-01,DFEYYRMXOJXZRJ-UHFFFAOYSA-N,NCGC00167421-01,6023,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,FCOC(C(F)(F)F)C(F)(F)F
6021,6024,NCGC00016312-01,HDWIHXWEUNVBIY-UHFFFAOYSA-N,NCGC00016312-01,6024,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O
6022,6025,NCGC00016401-01,DMDGGSIALPNSEE-UHFFFAOYSA-N,NCGC00016401-01,6025,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O
6023,6026,NCGC00016047-03,WZBWBNCQUTXYEL-UHFFFAOYSA-N,NCGC00016047-03,6026,training,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,FC(F)(F)c1ccccc1-n1ccnc1
6024,6027,NCGC00164564-01,XQSPYNMVSIKCOC-NTSWFWBYSA-N,NCGC00164564-01,6027,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F
6025,6028,NCGC00093926-03,ZWAOHEXOSAUJHY-ZIYNGMLESA-N,NCGC00093926-03,6028,training,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,1.0,C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O
6026,6029,NCGC00182029-01,GHJWNRRCRIGGIO-UHFFFAOYSA-N,NCGC00182029-01,6029,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,O=P(O)(O)OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
6027,6030,NCGC00016504-01,RMEDXOLNCUSCGS-UHFFFAOYSA-N,NCGC00016504-01,6030,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
6028,6031,NCGC00167744-01,DKMFBWQBDIGMHM-UHFFFAOYSA-N,NCGC00167744-01,6031,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1
6029,6032,NCGC00016602-01,FEBOTPHFXYHVPL-UHFFFAOYSA-N,NCGC00016602-01,6032,training,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
6030,6033,NCGC00077304-01,IRYFCWPNDIUQOW-UHFFFAOYSA-N,NCGC00077304-01,6033,training,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1
6031,6034,NCGC00016590-01,XTKDAFGWCDAMPY-UHFFFAOYSA-N,NCGC00016590-01,6034,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1
6032,6035,NCGC00255858-01,IKVXBIIHQGXQRQ-UHFFFAOYSA-N,NCGC00255858-01,6035,training,,0.0,0.0,0.0,,1.0,1.0,,1.0,0.0,0.0,,0.0,CC(C)OC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1
6033,6036,NCGC00182710-01,ALIVXCSEERJYHU-UHFFFAOYSA-N,NCGC00182710-01,6036,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC(=O)OC(C)OC(=O)C(C)c1ccc(-c2ccccc2)c(F)c1
6034,6037,NCGC00183283-01,NJKDOADNQSYQEV-UHFFFAOYSA-N,NCGC00183283-01,6037,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CN(C(=O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I
6035,6038,NCGC00016886-01,TYYBFXNZMFNZJT-UHFFFAOYSA-N,NCGC00016886-01,6038,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I
6036,6039,NCGC00163111-01,NYPYHUZRZVSYKL-ZETCQYMHSA-N,NCGC00163111-01,6039,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O
6037,6040,NCGC00015240-06,AQIXAKUUQRKLND-UHFFFAOYSA-N,NCGC00015240-06,6040,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CN/C(=N\C#N)NCCSCc1nc[nH]c1C
6038,6041,NCGC00164378-01,XZMCDFZZKTWFGF-UHFFFAOYSA-N,NCGC00164378-01,6041,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,N#CN
6039,6042,NCGC00024717-06,KCWZGJVSDFYRIX-YFKPBYRVSA-N,NCGC00024717-06,6042,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,COC(=O)[C@@H](N)CCCN/C(N)=N/[N+](=O)[O-]
6040,6043,NCGC00016814-01,NLVFBUXFDBBNBW-PBSUHMDJSA-N,NCGC00016814-01,6043,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O
6041,6044,NCGC00168247-01,PYHRZPFZZDCOPH-BDDWYDIWSA-N,NCGC00168247-01,6044,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,O=S(=O)(O)O.[2H]C([2H])([2H])[C@H](N)Cc1ccccc1.[2H]C([2H])([2H])[C@H](N)Cc1ccccc1
6042,6045,NCGC00160462-01,HIUVKVDQFXDZHU-UHFFFAOYSA-N,NCGC00160462-01,6045,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,N=C(N)NCC1COc2ccccc2O1
6043,6046,NCGC00095741-01,STIAPHVBRDNOAJ-UHFFFAOYSA-N,NCGC00095741-01,6046,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,N=C(N)N.N=C(N)N.O=C(O)O
6044,6047,NCGC00167477-01,WAAPEIZFCHNLKK-UFBFGSQYSA-N,NCGC00167477-01,6047,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NC(=O)[C@@H]1C[C@]2(NC(=O)NC2=O)c2cc(F)ccc2O1
6045,6048,NCGC00183362-01,NEYNJQRKHLUJRU-DZUOILHNSA-N,NCGC00183362-01,6048,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
6046,6049,NCGC00183278-01,IZTQOLKUZKXIRV-YRVFCXMDSA-N,NCGC00183278-01,6049,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CSCC[C@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)[C@@H](N)CC(=O)O)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
6047,6050,NCGC00182027-01,CAVZBWFUMSXZFB-LJWNLINESA-N,NCGC00182027-01,6050,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
6048,6051,NCGC00160559-01,SKQDKFOTIPJUSV-UHFFFAOYSA-N,NCGC00160559-01,6051,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Cc1ccccc1OCC(O)CNCCOc1ccc(C(N)=O)cc1
6049,6052,NCGC00093354-03,DFPAKSUCGFBDDF-UHFFFAOYSA-N,NCGC00093354-03,6052,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NC(=O)c1cccnc1
6050,6053,NCGC00015833-09,IPEHBUMCGVEMRF-UHFFFAOYSA-N,NCGC00015833-09,6053,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NC(=O)c1cnccn1
6051,6054,NCGC00166143-01,APBVLLORZMAWKI-UHFFFAOYSA-N,NCGC00166143-01,6054,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NC(=O)C1c2ccccc2CCc2ccccc21
6052,6055,NCGC00016657-01,FMZXNVLFJHCSAF-DNVCBOLYSA-N,NCGC00016657-01,6055,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)Cc4cccs4)[C@H]3SC2)cc1
6053,6056,NCGC00181743-02,BJFIDCADFRDPIO-DZCXQCEKSA-N,NCGC00181743-02,6056,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
6054,6057,NCGC00182033-01,SFKQVVDKFKYTNA-DZCXQCEKSA-N,NCGC00182033-01,6057,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
6055,6058,NCGC00185754-01,BENFXAYNYRLAIU-QSVFAHTRSA-N,NCGC00185754-01,6058,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
6056,6059,NCGC00165718-01,VWXRQYYUEIYXCZ-OBIMUBPZSA-N,NCGC00165718-01,6059,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCOc1ccc(C[C@H]2NC(=O)CCSSC[C@@H](C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)CC)NC2=O)cc1
6057,6060,NCGC00181133-02,NFLWUMRGJYTJIN-NXBWRCJVSA-N,NCGC00181133-02,6060,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
6058,6061,NCGC00164521-01,XSXCZNVKFKNLPR-SDQBBNPISA-N,NCGC00164521-01,6061,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CN1CC(O)C2=C/C(=N/NC(N)=O)C(=O)C=C21
6059,6062,NCGC00159395-03,AVKHCKXGKPAGEI-UHFFFAOYSA-N,NCGC00159395-03,6062,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NC(=O)NNc1ccccc1
6060,6063,NCGC00095041-01,JOYRKODLDBILNP-UHFFFAOYSA-N,NCGC00095041-01,6063,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCOC(N)=O
6061,6064,NCGC00015429-08,WKGXYQFOCVYPAC-UHFFFAOYSA-N,NCGC00015429-08,6064,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NC(=O)OCC(COC(N)=O)c1ccccc1
6062,6065,NCGC00016492-01,GNXFOGHNGIVQEH-UHFFFAOYSA-N,NCGC00016492-01,6065,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,COc1ccccc1OCC(O)COC(N)=O
6063,6066,NCGC00164589-01,CAMYKONBWHRPDD-UHFFFAOYSA-N,NCGC00164589-01,6066,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NC(=O)OCCCc1ccccc1
6064,6067,NCGC00164495-01,ABWLRVJYVVQTGQ-BJMVGYQFSA-N,NCGC00164495-01,6067,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NC(=S)N/N=C/c1cccnc1
6065,6068,NCGC00095186-01,AYXYPKUFHZROOJ-ZETCQYMHSA-N,NCGC00095186-01,6068,training,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,CC(C)C[C@H](CN)CC(=O)O
6066,6069,NCGC00024607-01,SWELIMKTDYHAOY-UHFFFAOYSA-N,NCGC00024607-01,6069,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Nc1cc(=O)nc(N)[nH]1
6067,6070,NCGC00159341-03,JTEGQNOMFQHVDC-RQJHMYQMSA-N,NCGC00159341-03,6070,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Nc1ccn([C@H]2CS[C@@H](CO)O2)c(=O)n1
6068,6071,NCGC00159341-04,JTEGQNOMFQHVDC-RQJHMYQMSA-N,NCGC00159341-04,6071,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Nc1ccn([C@H]2CS[C@@H](CO)O2)c(=O)n1
6069,6072,NCGC00090705-08,WREGKURFCTUGRC-POYBYMJQSA-N,NCGC00090705-08,6072,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1
6070,6073,NCGC00256541-01,NMUSYJAQQFHJEW-KVTDHHQDSA-N,NCGC00256541-01,6073,training,4.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
6071,6074,NCGC00016893-01,QOVTVIYTBRHADL-UHFFFAOYSA-N,NCGC00016893-01,6074,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Nc1cc(C(Cl)=C(Cl)Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O
6072,6075,NCGC00182084-01,QOVTVIYTBRHADL-UHFFFAOYSA-N,NCGC00182084-01,6075,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Nc1cc(C(Cl)=C(Cl)Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O
6073,6076,NCGC00015673-08,ZFMITUMMTDLWHR-UHFFFAOYSA-N,NCGC00015673-08,6076,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]
6074,6077,NCGC00015643-07,TTWJBBZEZQICBI-UHFFFAOYSA-N,NCGC00015643-07,6077,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
6075,6078,NCGC00168773-01,CJBJHOAVZSMMDJ-HEXNFIEUSA-N,NCGC00168773-01,6078,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1
6076,6079,NCGC00016252-01,BRBKOPJOKNSWSG-UHFFFAOYSA-N,NCGC00016252-01,6079,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,N=C(N)NS(=O)(=O)c1ccc(N)cc1
6077,6080,NCGC00016385-01,PBCZLFBEBARBBI-UHFFFAOYSA-N,NCGC00016385-01,6080,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1
6078,6081,NCGC00159446-02,VDTNNGKXZGSZIP-UHFFFAOYSA-N,NCGC00159446-02,6081,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1
6079,6082,NCGC00018242-04,SKIVFJLNDNKQPD-UHFFFAOYSA-N,NCGC00018242-04,6082,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC(=O)NS(=O)(=O)c1ccc(N)cc1
6080,6083,NCGC00160668-01,YBUXKQSCKVQATK-UHFFFAOYSA-N,NCGC00160668-01,6083,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1
6081,6084,NCGC00015925-02,QWCJHSGMANYXCW-UHFFFAOYSA-N,NCGC00015925-02,6084,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1
6082,6085,NCGC00160364-01,ZHKXBELKPQXYEH-UHFFFAOYSA-N,NCGC00160364-01,6085,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Nc1ccc(S(=O)(=O)NCc2ccccc2)cc1
6083,6086,NCGC00016285-02,FDDDEECHVMSUSB-UHFFFAOYSA-N,NCGC00016285-02,6086,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Nc1ccc(S(N)(=O)=O)cc1
6084,6087,NCGC00166329-01,FWIDSLORBURWJY-CFMHHUGTSA-N,NCGC00166329-01,6087,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NC1CCCCC1.NC1CCCCC1.O=P(O)(O)OC[C@H](O)CO
6085,6088,NCGC00015009-08,NUKYPUAOHBNCPY-UHFFFAOYSA-N,NCGC00015009-08,6088,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Nc1ccncc1
6086,6089,NCGC00015755-03,VFEDRRNHLBGPNN-UHFFFAOYSA-N,NCGC00015755-03,6089,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1
6087,6090,NCGC00016936-01,WZPBZJONDBGPKJ-FSPLSTOPSA-N,NCGC00016936-01,6090,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,C[C@H]1[C@H](NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O
6088,6091,NCGC00160397-01,PJLVTVAIERNDEQ-BTJKTKAUSA-N,NCGC00160397-01,6091,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1.O=C(O)/C=C\C(=O)O
6089,6092,NCGC00159512-02,RTXOFQZKPXMALH-RWFJUVPESA-N,NCGC00159512-02,6092,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N/O)c3csc(N)n3)[C@H]2SC1
6090,6093,NCGC00095138-01,RTXOFQZKPXMALH-RWFJUVPESA-N,NCGC00095138-01,6093,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N/O)c3csc(N)n3)[C@H]2SC1
6091,6094,NCGC00016938-01,OKBVVJOGVLARMR-VINNURBNSA-N,NCGC00016938-01,6094,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N/OCC(=O)O)c3csc(N)n3)[C@H]2SC1
6092,6095,NCGC00167543-01,ZBHXIWJRIFEVQY-IHMPYVIRSA-N,NCGC00167543-01,6095,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSC(=O)c3ccco3)CS[C@H]12)c1csc(N)n1
6093,6096,NCGC00015061-02,MKUXAQIIEYXACX-UHFFFAOYSA-N,NCGC00015061-02,6096,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Nc1nc2c(ncn2COCCO)c(=O)[nH]1
6094,6097,NCGC00259071-01,XOGPDSATLSAZEK-UHFFFAOYSA-N,NCGC00259071-01,6097,training,3.0,1.0,,0.0,,1.0,,0.0,1.0,1.0,0.0,1.0,0.0,Nc1ccc2c(c1)C(=O)c1ccccc1C2=O
6095,6098,NCGC00163803-03,LVQDKIWDGQRHTE-UHFFFAOYSA-N,NCGC00163803-03,6098,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Nc1nc(N)nc(NC2CC2)n1
6096,6099,NCGC00016055-05,IEDVJHCEMCRBQM-UHFFFAOYSA-N,NCGC00016055-05,6099,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
6097,6100,NCGC00167523-01,KEEYRKYKLYARHO-UHFFFAOYSA-N,NCGC00167523-01,6100,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,COc1cc(C)c(Cc2cnc(N)nc2N)cc1OC
6098,6101,NCGC00160517-01,LDBTVAXGKYIFHO-UHFFFAOYSA-N,NCGC00160517-01,6101,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,COc1ccc(Cc2cnc(N)nc2N)cc1OC
6099,6102,NCGC00164489-01,UPOYFZYFGWBUKL-UHFFFAOYSA-N,NCGC00164489-01,6102,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Nc1nc(N)c(-c2ccccc2)s1
6100,6103,NCGC00160436-01,ULIDRMKBVYYVIQ-UHFFFAOYSA-N,NCGC00160436-01,6103,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Nc1nnnn1-c1ccccc1
6101,6104,NCGC00167840-01,VDCRFBBZFHHYGT-IOSLPCCCSA-N,NCGC00167840-01,6104,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,C=CCn1c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21
6102,6105,NCGC00093588-03,IVOMOUWHDPKRLL-KQYNXXCUSA-N,NCGC00093588-03,6105,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@H]1O
6103,6106,NCGC00185750-01,BIDUPMYXGFNAEJ-APGVDKLISA-N,NCGC00185750-01,6106,training,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@H]([C@H](C)N)CC[C@H]2N)[C@H](O)[C@@H]1N(C)C(=O)CN
6104,6107,NCGC00093350-02,LKCWBDHBTVXHDL-RMDFUYIESA-N,NCGC00093350-02,6107,training,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O
6105,6108,NCGC00015466-08,UGJMXCAKCUNAIE-UHFFFAOYSA-N,NCGC00015466-08,6108,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NCC1(CC(=O)O)CCCCC1
6106,6109,NCGC00016569-01,GYDJEQRTZSCIOI-UHFFFAOYSA-N,NCGC00016569-01,6109,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NCC1CCC(C(=O)O)CC1
6107,6110,NCGC00166219-01,HLAFSNJRKZLMPT-UHFFFAOYSA-N,NCGC00166219-01,6110,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NCc1ccccc1Sc1ccccc1CO
